body,topic
"night, and the Bay Area is certainly still reacting to Saturday's tsunami advisory, which caused a lot of excitement and anxiety. It brought high water and some damage to the region. First responders say the event was a wakeup call for all of us to be prepared. Abc Seven News reporter Cornell Bernard joins us live once again in the Newsroom with more. Cornell? Yeah, it was quite a day. Tsunami advisory. It got the attention of most of us. Dion likely many wondering what we would do. Where would we go during a major tsunami emergency? First responders say be ready and have a ","['f5cdd7f2-9d4d-4ba5-9925-00c1701e30fa', '9a06646a-e1df-4fca-888e-69658420556b']"
"And as for San Jose, they now have a booster shop mandate that applies to big events at city owned facilities, including the SAP center and the San Jose Convention Center. That new rule also applies to venue staff, and they require city employees to get a booster if ","['83a09c6b-5f2f-421f-ae50-b38acca7e008', '96326734-fd82-4350-b45c-513e7eb9147c']"
eligible. Governor Newsom says the state continues to expand testing and will be adding 30 more mobile testing sites from Optimum Serve. ,"['83a09c6b-5f2f-421f-ae50-b38acca7e008', '96326734-fd82-4350-b45c-513e7eb9147c']"
"the White House plans to launch its website for ordering coded tests this weekend. That's according to the lead of the Biden administration's new testing initiative. He told PBS NewsHour that the test will start to arrive later this month. Last month, the President promised 500 million free in home testing kits. Earlier this week, the Biden administration announced a new policy requiring insurance companies to reimburse up to eight over the counter at home Covan 19 test starting ","['83a09c6b-5f2f-421f-ae50-b38acca7e008', '96326734-fd82-4350-b45c-513e7eb9147c']"
"An upscale town on the Peninsula unveiling its newest crime fighting tool. Los Altos Hills, has just installed the first batch of license plate readers. Kpx buys Max Darrow on those cameras and the people the new technology will not be tracking. There are currently ten automatic license plate readers here in Los Altos Hills. By sometime in February, there will be 40 ","['74e2fab8-689f-4e17-9a1c-e1f92e084f55', 'aa1edc37-1a01-414a-bcf7-8517e7c7053d']"
"Okay, if you live in the South Bay, you might be entitled to part of nearly a half a million dollars in unclaimed cash. The money is from overpayments duplicate payments, even payments to crime victims. But for whatever reason, the owners couldn't be located. Maybe it's you. So the county's tax office put out a list of nearly 700 people and businesses owed that money. We've posted the list on our website, NBC Bay areas.com. Just click on the story in our trending ",['39822b5f-e37e-43e8-b997-7142fe55c3ea']
"All right. Welcome back. We have a traffic alert for the Bay Bridge. This is breaking news. It's an injury crash that's blocking the three right lanes. It's going to be out there for a while. The CHP has issued a signal. Here's a live view from Sky Seven and you can see the clean up has started. Injuries have been reported. It started with two cars racing on the upper deck of the Bay Bridge. They took off but they caused this accident. And you can see a box truck also involved in this crash. The tow trucks there, they have some absorbent on the road to clear ",['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
night. Rangers and Coyotes at the Garden. Arizona had a three one lead in the second period. Then the Blue Shirts rattled up six. Count them. Six unanswered goals. Chris Criter had three of them. The Hattrick gives him the League leading goal scored. Rangers beat the Coyotes touchdown to a ,['b49207eb-96eb-4b73-b534-adc0ef85022a']
"Well, it's officially Girl Scout cookie season. Yes, it's about time, and it's now easier than ever to get some of those cookies. The organization has teamed up with DoorDash to have cookies delivered right to your home. What a brilliant idea. You can still buy the treats in person or online, according to the Girl Scouts website, Finn Samoas tag alongs among their best sellers. No breaking news there. There's also a new cookie to try for brownie lovers. They're called Adventureful. ",['39822b5f-e37e-43e8-b997-7142fe55c3ea']
two recently approved antiviral pills are now available to some high risk Cobbt patients in New Jersey. The pills from Pfizer and Merck decrease the risk of hospitalization. Doctors say that could help ease the strain Omakron is putting on the healthcare system ,['96326734-fd82-4350-b45c-513e7eb9147c']
"2022 is already shaping up to be a good one for Penelope Cruz. She's got two new movies out, plenty of Oscar buzz, and she's not the only one in the family. Looking to take home some awards. Gold. They're the Hollywood power couple from Spain who have both won Oscars. Now Penelope Cruz and her husband, Javier Bardem could both grab gold again in the same ",['ca197b81-ca86-4792-8c25-2ba7cd4195b5']
"stopper. After an airplane crash landed on some train tracks in Los Angeles, police officers dragged the pilot from the wreckage just in time. It's a heart stopping race against time. A pilot crash lands his small plane right in the middle of active train tracks in Los Angeles. Can LAPD rescue him before the train barrels through. I just knew I needed to grab him and get him out. I didn't even bother to look how close ",['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
"again, Kanye West and Kim Kardashians are having trouble coparenting my good people. Now, on Saturday, Kanye accused Kim of keeping him from their daughter Chicago's birthday party. Take a look. I'm just putting this online because I need your support. I didn't call Tim texted Nanny's. I got on the phone with Tristan. He said he asked Chloe, Won't nobody give me the address to my daughter's birthday party right now? That's going to imprint in her mind that I wasn't ",['ca197b81-ca86-4792-8c25-2ba7cd4195b5']
"family. To me, Natalie David, after a night of heavy emotions and prayer at a candle like vigil, Cristal's family told me they now can at least get some justice out of this. Police sources confirmed to use for that the man they say kill, Cristal Byronevis, was arrested in Brooklyn ","['83a09c6b-5f2f-421f-ae50-b38acca7e008', '9ff54ded-904b-4e0c-85ce-a3617f5cb913']"
"a new report says two police officers who stopped Gabby Potato and Brian Laundry last year in Utah should be put on probation. Potato and Laundry were on a crosscountry road trip and traveled through Utah last August. That's where a witness told police that he saw the couple involved in a domestic dispute. Police body Cam video shows Potatoes saying that she struck her fiance first. The officers eventually agreed not to charge Potato. The independent investigative report says that the officers neglected their duty by failing to press charges. Betida was later found strangled. In October, Laundry was found dead of a selfinflicted ","['83a09c6b-5f2f-421f-ae50-b38acca7e008', '9ff54ded-904b-4e0c-85ce-a3617f5cb913']"
"Thank you. Nato Nevada, where many of the country's most powerful Democratic leaders were today, President Biden and Obama were among those honoring their former colleague Harry Reid at his Memorial. Leanne Caldwell was ","['83a09c6b-5f2f-421f-ae50-b38acca7e008', 'ebf2991e-4b7d-44c6-927b-a261a7b21d2c']"
"five in the south, a nurses protested this afternoon outside the San Jose Medical Center. They're calling for more nurses to be hired. They say that would improve patient safety and staffing issues during the pandemic. ",['9ff54ded-904b-4e0c-85ce-a3617f5cb913']
"we're going out to our covid 19 coverage because starting today, private health plans are required to cover the overthecounter Covad 19 test. Meanwhile, some Democrats are frustrated with the Biden administration's pandemic response. Crown for Washington correspondent Rashad Hudson brings us ","['83a09c6b-5f2f-421f-ae50-b38acca7e008', '96326734-fd82-4350-b45c-513e7eb9147c']"
901 is the Time new this morning. President Biden says the federal government is buying another 500 million COVID tests for Americans. This comes amid the rapid spread of the Homicran variant. Here's what he had to say. ,"['83a09c6b-5f2f-421f-ae50-b38acca7e008', '96326734-fd82-4350-b45c-513e7eb9147c']"
"Happening today, the San Francisco Unified School District and its teachers Union are expected to return to the negotiation table today as both sides continue to hash out a deal over covered safety measures from force. Sarah Stinton joins us live from the city now with the very latest on where things stand this morning. ","['83a09c6b-5f2f-421f-ae50-b38acca7e008', '96326734-fd82-4350-b45c-513e7eb9147c', '6fbf954a-03f9-4782-a65f-783271c9c447']"
